Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,CustomerSince,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,AcceptedCmpCurrent,NumPurchases,AmountSpent,AmountPerPurchase,PersonsInHome
1953,UnderGraduate,In Relationship,47703.0,0,1,2013,95,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,0,17,655,38.304093567251456,3
1959,UnderGraduate,In Relationship,61180.0,0,1,2014,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,0,16,704,43.72670807453416,3
1954,UnderGraduate,In Relationship,38998.0,1,1,2012,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,0,5,54,10.588235294117649,4
1991,UnderGraduate,Single,8028.0,0,0,2012,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,0,1,178,161.8181818181818,2
1962,UnderGraduate,In Relationship,76081.0,0,0,2014,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,13,1033,78.85496183206106,2
1986,UnderGraduate,In Relationship,34728.0,1,0,2013,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,1,4,36,8.78048780487805,3
1965,Master,Single,33168.0,0,1,2012,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,0,7,122,17.183098591549296,3
1966,Master,In Relationship,33585.0,0,1,2013,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,0,6,122,20.0,3
1960,PhD,In Relationship,77037.0,0,1,2013,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,0,26,1123,43.02681992337165,3
1984,UnderGraduate,In Relationship,35196.0,1,0,2012,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,1,12,497,41.074380165289256,3
1966,UnderGraduate,In Relationship,44529.0,0,1,2013,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,0,19,691,36.17801047120419,3
1965,Master,In Relationship,70924.0,0,0,2014,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,0,19,1363,71.36125654450261,2
1966,PhD,In Relationship,28764.0,1,1,2014,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,0,3,12,3.8709677419354835,4
1949,PhD,In Relationship,69098.0,0,0,2013,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,0,24,2440,101.2448132780083,2
1970,Master,Single,25959.0,1,1,2013,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,1,5,56,10.980392156862745,4
1983,Master,In Relationship,27100.0,1,0,2013,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,4,37,9.02439024390244,3
1985,UnderGraduate,Single,70596.0,0,0,2012,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,20,968,48.1592039800995,2
1974,UnderGraduate,In Relationship,42557.0,0,1,2012,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,0,11,270,24.324324324324326,3
1951,PhD,In Relationship,53312.0,0,0,2013,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0,11,278,25.045045045045047,2
1952,UnderGraduate,Single,72228.0,0,0,2012,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,0,21,1250,59.24170616113744,2
1987,UnderGraduate,In Relationship,67605.0,0,0,2013,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,0,16,938,58.260869565217384,2
1949,Master,In Relationship,62845.0,1,1,2012,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,0,17,1178,68.88888888888889,4
1958,UnderGraduate,In Relationship,65196.0,0,2,2013,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,0,24,1155,47.9253112033195,4
1987,PhD,Single,42000.0,0,0,2013,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,1,18,653,36.07734806629834,2
1973,PhD,Single,35860.0,1,1,2014,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,4,49,11.951219512195124,4
1964,PhD,In Relationship,65526.0,0,1,2014,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,16,506,31.428571428571427,3
1961,UnderGraduate,In Relationship,16860.0,1,1,2012,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,0,5,38,7.450980392156863,4
1992,UnderGraduate,Single,83528.0,0,0,2014,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,1,22,1650,74.66063348416289,2
1965,Master,Single,64176.0,0,1,2012,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0,25,1826,72.74900398406375,3
1956,UnderGraduate,Single,22304.0,0,0,2012,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,0,3,18,5.806451612903226,2
1978,UnderGraduate,In Relationship,67023.0,0,0,2014,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,0,23,906,39.22077922077922,2
1971,PhD,In Relationship,32892.0,1,0,2014,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,6,46,7.540983606557377,3
1966,UnderGraduate,In Relationship,70713.0,0,1,2012,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,19,1477,77.32984293193716,3
1955,UnderGraduate,In Relationship,59925.0,0,1,2012,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0,20,766,38.1094527363184,3
1953,UnderGraduate,In Relationship,39722.0,0,1,2014,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,0,5,47,9.215686274509805,3
1958,UnderGraduate,In Relationship,46610.0,0,0,2013,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0,13,467,35.648854961832065,2
1961,UnderGraduate,In Relationship,88347.0,0,0,2013,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,20,2116,105.27363184079601,2
1981,PhD,In Relationship,87171.0,0,0,2013,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,24,1298,53.85892116182572,2
1976,Master,In Relationship,26907.0,1,1,2013,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,4,22,5.365853658536586,4
1968,Master,Single,50014.0,1,0,2014,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,13,396,30.229007633587788,3
1978,PhD,In Relationship,41014.0,1,0,2013,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,3,20,6.451612903225806,3
1965,UnderGraduate,Single,66294.0,0,0,2014,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,12,967,79.91735537190083,2
1971,UnderGraduate,In Relationship,36715.0,1,0,2012,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,1,13,357,27.251908396946565,3
1956,UnderGraduate,In Relationship,79456.0,0,0,2012,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,1,15,1401,92.78145695364239,2
1982,UnderGraduate,In Relationship,40479.0,1,0,2013,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,3,15,4.838709677419355,3
1970,Master,Single,75345.0,0,0,2013,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,1,19,2087,109.26701570680628,2
1977,UnderGraduate,In Relationship,54233.0,0,1,2013,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,22,981,44.38914027149321,3
1970,UnderGraduate,Single,24163.0,1,1,2013,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0,4,17,4.146341463414634,4
1958,PhD,In Relationship,84460.0,0,0,2013,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,1,22,523,23.66515837104072,2
1983,UnderGraduate,In Relationship,43776.0,1,0,2014,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,3,23,7.419354838709677,3
1958,PhD,Single,71691.0,0,0,2014,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1,16,1192,74.03726708074534,2
1973,PhD,In Relationship,85844.0,0,0,2014,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,19,1958,102.5130890052356,2
1974,PhD,Single,39190.0,1,0,2014,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,7,133,18.732394366197184,3
1959,UnderGraduate,In Relationship,71367.0,0,0,2013,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,16,777,48.260869565217384,2
1972,PhD,Single,38578.0,1,1,2013,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,6,73,11.967213114754099,4
1965,PhD,In Relationship,57236.0,1,1,2014,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,7,121,17.04225352112676,4
1979,UnderGraduate,Single,61825.0,0,1,2013,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,14,424,30.070921985815602,3
1958,UnderGraduate,Single,79803.0,0,1,2014,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,12,868,71.73553719008265,3
1986,Master,Single,80910.0,0,0,2012,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0,14,756,53.61702127659574,2
1982,Master,In Relationship,27590.0,1,0,2013,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,3,12,3.8709677419354835,3
1979,UnderGraduate,In Relationship,56775.0,0,1,2013,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,23,937,40.56277056277056,3
1975,UnderGraduate,Single,83829.0,0,0,2013,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,17,1862,108.88888888888889,2
1979,Master,In Relationship,54210.0,0,1,2013,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,12,367,30.330578512396695,3
1986,UnderGraduate,In Relationship,38508.0,1,0,2013,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,14,443,31.418439716312058,3
1970,UnderGraduate,In Relationship,53187.0,1,0,2013,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,11,267,24.054054054054056,3
1972,UnderGraduate,In Relationship,30023.0,1,0,2014,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,5,61,11.96078431372549,3
1960,PhD,Single,76045.0,0,0,2013,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,20,1323,65.82089552238806,2
1952,PhD,In Relationship,50870.0,0,1,2014,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,5,63,12.352941176470589,3
1970,Master,In Relationship,15315.0,0,0,2013,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,6,64,10.491803278688526,2
1974,Master,In Relationship,65463.0,1,0,2014,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,17,562,32.86549707602339,3
1965,UnderGraduate,In Relationship,66480.0,1,1,2014,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,12,312,25.785123966942148,4
1954,UnderGraduate,Single,76773.0,0,0,2013,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,15,1156,76.55629139072848,2
1983,Master,Single,81698.0,0,0,2013,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,15,1104,73.11258278145695,2
1973,PhD,Single,54466.0,1,1,2014,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,3,16,5.161290322580645,4
1960,Master,Single,98777.0,0,0,2014,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,19,2008,105.13089005235601,2
1984,PhD,Single,16269.0,1,0,2013,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,6,44,7.213114754098361,3
1971,UnderGraduate,In Relationship,71819.0,0,1,2013,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,11,1574,141.80180180180182,3
1983,PhD,In Relationship,33569.0,1,0,2013,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,4,63,15.365853658536587,3
1983,Master,In Relationship,36262.0,0,0,2013,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,11,426,38.37837837837838,2
1966,High School,In Relationship,22634.0,0,0,2013,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,5,96,18.823529411764707,2
1978,Master,In Relationship,47025.0,0,1,2013,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,18,635,35.08287292817679,3
1968,UnderGraduate,Single,70566.0,0,1,2013,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,20,757,37.66169154228855,3
1979,PhD,In Relationship,31605.0,1,0,2012,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,7,125,17.605633802816904,3
1973,Master,Single,52034.0,1,1,2013,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,11,332,29.90990990990991,4
1979,UnderGraduate,Single,48526.0,1,0,2013,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,7,135,19.014084507042256,3
1954,UnderGraduate,In Relationship,46734.0,0,1,2012,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,12,330,27.272727272727273,3
1962,UnderGraduate,Single,39552.0,1,1,2012,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,13,384,29.31297709923664,4
1966,UnderGraduate,Single,86358.0,1,1,2012,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,14,1722,122.12765957446808,4
1977,UnderGraduate,In Relationship,46931.0,2,1,2014,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,5,78,15.294117647058824,5
1985,High School,Single,16581.0,0,0,2013,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,3,24,7.741935483870967,2
1952,Master,Single,63998.0,0,0,2013,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,24,1168,48.46473029045643,2
1951,Master,In Relationship,67381.0,0,1,2013,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,13,957,73.05343511450381,3
1967,UnderGraduate,Single,25930.0,1,1,2013,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,3,15,4.838709677419355,4
1978,UnderGraduate,In Relationship,42693.0,1,0,2014,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,4,57,13.902439024390246,3
1976,UnderGraduate,In Relationship,85606.0,0,1,2012,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,22,1956,88.50678733031674,3
1985,UnderGraduate,Single,72903.0,0,0,2013,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,20,2013,100.14925373134328,2
1974,Master,In Relationship,49669.0,1,0,2014,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,12,326,26.94214876033058,3
1968,PhD,In Relationship,36778.0,1,1,2012,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,6,77,12.622950819672132,4
1962,PhD,Single,85696.0,0,0,2013,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,19,1313,68.7434554973822,2
1989,Master,Single,10979.0,0,0,2014,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,6,30,4.918032786885246,2
1961,UnderGraduate,In Relationship,49678.0,0,1,2013,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,12,315,26.03305785123967,3
1953,Master,In Relationship,56129.0,0,1,2013,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,18,660,36.46408839779005,3
1989,UnderGraduate,In Relationship,37155.0,1,0,2013,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,6,74,12.131147540983607,3
1978,Master,Single,21282.0,1,0,2014,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,5,46,9.019607843137255,3
1962,PhD,Single,33419.0,0,1,2013,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,6,86,14.098360655737705,3
1945,UnderGraduate,Single,63285.0,0,0,2013,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,24,1103,45.767634854771785,2
1974,Master,In Relationship,21255.0,1,0,2014,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,7,61,8.591549295774648,3
1981,UnderGraduate,In Relationship,42162.0,1,0,2013,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,7,145,20.422535211267608,3
1956,UnderGraduate,In Relationship,54450.0,1,1,2012,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,19,684,35.81151832460733,4
1954,PhD,In Relationship,57744.0,0,1,2013,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,14,411,29.148936170212767,3
1986,UnderGraduate,Single,26576.0,1,0,2012,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,3,27,8.709677419354838,3
1943,PhD,Single,57513.0,0,0,2013,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,25,1060,42.23107569721115,2
1964,UnderGraduate,In Relationship,68142.0,0,1,2012,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,21,1459,69.14691943127961,3
1979,UnderGraduate,In Relationship,7500.0,0,1,2012,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,3,18,5.806451612903226,3
1974,UnderGraduate,In Relationship,83145.0,0,0,2012,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,25,1833,73.02788844621513,2
1960,Master,In Relationship,54197.0,0,1,2014,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,10,237,23.465346534653467,3
1963,PhD,Single,23091.0,1,1,2014,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,6,48,7.868852459016394,4
1976,UnderGraduate,In Relationship,46049.0,1,1,2013,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,16,515,31.98757763975155,4
1974,UnderGraduate,In Relationship,56715.0,0,0,2012,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,14,1020,72.34042553191489,2
1961,UnderGraduate,In Relationship,79410.0,0,0,2014,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,10,1370,135.64356435643566,2
1951,UnderGraduate,In Relationship,57304.0,0,1,2013,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,23,1026,44.41558441558441,3
1965,UnderGraduate,In Relationship,44375.0,0,1,2014,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,11,301,27.117117117117118,3
1956,UnderGraduate,In Relationship,54450.0,1,1,2012,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,19,684,35.81151832460733,4
1965,UnderGraduate,In Relationship,59594.0,0,1,2012,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,16,499,30.993788819875775,3
1994,UnderGraduate,In Relationship,80685.0,0,0,2012,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,20,1004,49.950248756218905,2
1974,PhD,In Relationship,40344.0,0,1,2013,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,10,218,21.584158415841586,3
1972,UnderGraduate,In Relationship,62710.0,0,1,2013,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,18,606,33.48066298342541,3
1968,Master,In Relationship,48985.0,0,1,2013,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,5,75,14.705882352941178,3
1968,UnderGraduate,In Relationship,35322.0,1,2,2012,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,6,106,17.37704918032787,5
1948,UnderGraduate,In Relationship,77142.0,0,0,2013,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,16,990,61.49068322981366,2
1969,UnderGraduate,Single,81657.0,0,0,2014,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,15,1097,72.64900662251655,2
1996,High School,In Relationship,14421.0,0,0,2014,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,3,16,5.161290322580645,2
1974,Master,In Relationship,20130.0,0,0,2014,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,4,34,8.292682926829269,2
1990,PhD,In Relationship,74214.0,0,0,2012,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,15,1711,113.3112582781457,2
1957,Master,In Relationship,66726.0,1,1,2014,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,14,438,31.06382978723404,4
1979,High School,In Relationship,23724.0,1,0,2013,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,5,75,14.705882352941178,3
1960,Master,In Relationship,47353.0,0,1,2013,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,10,225,22.277227722772277,3
1952,Master,In Relationship,33444.0,1,1,2012,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,3,18,5.806451612903226,4
1981,UnderGraduate,In Relationship,54386.0,0,1,2013,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,15,470,31.125827814569536,3
1981,UnderGraduate,Single,28510.0,1,1,2013,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,6,91,14.918032786885247,4
1991,Master,Single,90638.0,0,0,2014,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,17,2525,147.66081871345028,2
1950,UnderGraduate,In Relationship,48070.0,0,1,2013,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,16,504,31.304347826086953,3
1957,UnderGraduate,In Relationship,43140.0,0,1,2013,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,10,235,23.26732673267327,3
1961,PhD,Single,54959.0,0,1,2013,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,18,1232,68.06629834254143,3
1958,High School,Single,15056.0,1,1,2013,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,7,88,12.3943661971831,4
1971,UnderGraduate,Single,26954.0,1,0,2014,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,3,17,5.483870967741935,3
1985,UnderGraduate,Single,22327.0,1,0,2013,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,4,24,5.853658536585367,3
1965,UnderGraduate,In Relationship,44393.0,1,1,2013,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,5,60,11.764705882352942,4
1952,PhD,Single,62000.0,0,1,2013,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,25,1020,40.63745019920319,3
1962,PhD,In Relationship,31497.0,0,1,2012,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,8,155,19.135802469135804,3
1974,Master,In Relationship,45894.0,0,2,2014,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,4,51,12.439024390243903,4
1970,Master,Single,78579.0,0,0,2012,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,15,1812,120.0,2
1969,Master,Single,67369.0,0,1,2012,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,21,1461,69.24170616113743,3
1960,UnderGraduate,Single,58401.0,0,1,2014,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,5,96,18.823529411764707,3
1952,UnderGraduate,Single,62307.0,0,1,2014,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,8,160,19.75308641975309,3
1969,Master,In Relationship,43641.0,1,1,2013,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,7,139,19.577464788732396,4
1968,Master,Single,63841.0,0,1,2013,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,21,908,43.03317535545023,3
1965,Master,In Relationship,46891.0,0,1,2013,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,7,183,25.774647887323944,3
1969,Master,In Relationship,70091.0,1,0,2013,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,17,1161,67.89473684210526,3
1972,PhD,In Relationship,78075.0,0,0,2014,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,13,988,75.41984732824427,2
1961,Master,Single,59184.0,0,1,2012,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,24,1072,44.481327800829874,3
1977,UnderGraduate,In Relationship,54809.0,1,1,2013,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,8,174,21.48148148148148,4
1959,UnderGraduate,In Relationship,58113.0,0,1,2013,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,19,758,39.68586387434555,3
1958,Master,In Relationship,51412.0,0,1,2013,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,9,195,21.42857142857143,3
1979,UnderGraduate,Single,15287.0,1,0,2012,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,4,31,7.560975609756098,3
1957,Master,In Relationship,66636.0,0,0,2013,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,16,1084,67.32919254658384,2
1956,Master,In Relationship,50965.0,0,1,2013,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,19,685,35.86387434554974,3
1965,PhD,In Relationship,84618.0,0,0,2013,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,25,1672,66.61354581673307,2
1990,UnderGraduate,In Relationship,18351.0,0,0,2013,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,5,43,8.431372549019608,2
1957,PhD,In Relationship,40451.0,0,2,2014,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,4,49,11.951219512195124,4
1965,UnderGraduate,In Relationship,36317.0,0,1,2013,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,7,133,18.732394366197184,3
1957,UnderGraduate,In Relationship,42213.0,0,1,2013,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,13,363,27.709923664122137,3
1955,UnderGraduate,In Relationship,65748.0,0,1,2013,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,16,545,33.85093167701863,3
1972,UnderGraduate,In Relationship,77044.0,0,1,2013,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,29,1065,36.597938144329895,3
1969,UnderGraduate,In Relationship,74918.0,0,0,2013,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,20,2047,101.8407960199005,2
1972,UnderGraduate,In Relationship,56721.0,1,1,2012,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,10,296,29.306930693069308,4
